Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Price ($),Customer rating (Out of 5),Prediction
Black Beans,Black Beans,Honey,None,Salt,Black Beans,16.91,1.1,Safe
Apple,Apple,Sugar,Butter,Salt,None,29.92,2.1,Safe
Milk,Milk,None,Butter,Salt,Milk,18.15,2.3,Contains
Xanthan Gum,Xanthan Gum,Maple Syrup,Butter,Salt,None,21.71,2.6,Contains
Chicken,Chicken,Maple Syrup,Olive Oil,Pepper,None,8.83,4,Safe
Olive Oil,Olive Oil,None,Coconut Oil,Garlic,None,34.16,1.8,Contains
Squid,Squid,None,Olive Oil,Garlic,Squid,10.97,1.5,Safe
Butter,Butter,Sugar,Olive Oil,None,Butter,5.81,2.1,Contains
Cream,Cream,Honey,Butter,Salt,Cream,12.52,4.6,Safe
Coconut Oil,Coconut Oil,Honey,Coconut Oil,Pepper,None,39.88,1.2,May Contain
Tuna,Tuna,None,Butter,Garlic,Tuna,28.8,3.9,May Contain
Hemp Seeds,Hemp Seeds,Maple Syrup,Coconut Oil,None,Hemp Seeds,42.51,1.1,Contains
Lettuce,Lettuce,Honey,None,Salt,None,49.46,3.1,May Contain
Oats,Oats,None,Butter,None,Oats,34.69,3.4,May Contain
Aspartame,Aspartame,None,Butter,Garlic,None,18.83,3.1,Contains
Oysters,Oysters,Sugar,None,Garlic,Oysters,25.19,3.7,May Contain
Mussels,Mussels,Sugar,Butter,Salt,Mussels,17.39,1.1,Contains
Olive Oil,Olive Oil,None,None,Salt,None,9.32,4,Contains
Coconut Oil,Coconut Oil,None,Butter,Garlic,None,40.81,4.2,Contains
Sweet Potato,Sweet Potato,None,Olive Oil,Pepper,None,40.6,1,May Contain
Shrimp,Shrimp,Honey,Olive Oil,Garlic,Shrimp,13.31,1.6,Contains
Rabbit,Rabbit,Sugar,None,Pepper,None,7.44,3.5,May Contain
Black Beans,Black Beans,None,None,Garlic,Black Beans,23.3,4.6,Contains
MSG,MSG,Sugar,None,None,None,28.44,4.9,Contains
Grapes,Grapes,None,Butter,Salt,None,6.78,4.1,Safe
Condensed Milk,Condensed Milk,Maple Syrup,None,None,Condensed Milk,42.5,2,Safe
Lamb,Lamb,Maple Syrup,Olive Oil,Garlic,None,46.49,2.4,Contains
Cod,Cod,Honey,Coconut Oil,None,Cod,41.51,4,Contains
Rabbit,Rabbit,Sugar,Butter,None,None,15.84,1.3,May Contain
Milk,Milk,Sugar,Butter,None,Milk,7.75,4.8,Contains
Canola Oil,Canola Oil,Honey,None,Garlic,None,19.56,3.1,Contains
Tomato,Tomato,Honey,Butter,Salt,None,14.79,5,Safe
Sunflower Oil,Sunflower Oil,Maple Syrup,Olive Oil,Garlic,None,44.44,4.5,May Contain
Benzoates,Benzoates,Sugar,None,None,None,13.92,2.3,May Contain
Cantaloupe,Cantaloupe,Honey,None,Salt,None,39.86,1.1,Safe
Xanthan Gum,Xanthan Gum,Honey,None,Pepper,None,21.31,1.7,Contains
Artificial Coloring,Artificial Coloring,Honey,Butter,Pepper,None,21.2,2.8,May Contain
Blackberry,Blackberry,Honey,Butter,Pepper,None,31.49,1.2,Contains
Sesame Oil,Sesame Oil,None,None,None,None,33.75,2.6,Safe
Lentils,Lentils,Maple Syrup,Butter,Pepper,Lentils,10.39,2.3,Safe
Hemp Seeds,Hemp Seeds,None,Coconut Oil,None,Hemp Seeds,30.58,1.4,May Contain
Coconut Oil,Coconut Oil,Sugar,Coconut Oil,Salt,None,36.28,1.4,Safe
Rice,Rice,Honey,Butter,Salt,Rice,41.02,3.2,Contains
Chickpeas,Chickpeas,Sugar,Coconut Oil,Salt,Chickpeas,44.98,2.1,Contains
Carrageenan,Carrageenan,Honey,Olive Oil,Pepper,None,22.99,2.6,May Contain
Squid,Squid,Maple Syrup,None,Pepper,Squid,34.55,2.2,Contains
Lychee,Lychee,Sugar,Coconut Oil,Pepper,None,37.09,4.7,Contains
Garlic,Garlic,Sugar,None,None,None,48.91,3.6,Safe
Flaxseed Oil,Flaxseed Oil,Sugar,Coconut Oil,Salt,None,17.32,4.5,Safe
Artificial Coloring,Artificial Coloring,Honey,Butter,Pepper,None,32.98,1.3,May Contain
Olive Oil,Olive Oil,Honey,Butter,Pepper,None,45.68,4,May Contain
Mango,Mango,None,Butter,None,None,15.61,2.7,May Contain
Flax Seeds,Flax Seeds,Maple Syrup,Olive Oil,Garlic,Flax Seeds,16.67,3.8,Safe
Oregano,Oregano,Honey,Olive Oil,Pepper,None,49.65,4.9,May Contain
Rosemary,Rosemary,Sugar,None,Pepper,None,33.72,1.5,May Contain
Xanthan Gum,Xanthan Gum,Sugar,Butter,Pepper,None,10.27,2.3,Safe
Mussels,Mussels,Maple Syrup,Olive Oil,Salt,Mussels,10.86,3.6,Safe
Blueberries,Blueberries,Maple Syrup,Coconut Oil,Salt,None,22.69,2.1,May Contain
Pork,Pork,Maple Syrup,None,Salt,None,34.37,2.7,Safe
Potassium Sorbate,Potassium Sorbate,Honey,Butter,Garlic,None,43.34,2.4,Contains
Apple,Apple,Sugar,Butter,Pepper,None,47.21,3.7,Safe
Soybeans,Soybeans,Honey,Butter,Salt,Soybeans,39.58,4.7,Safe
Lamb,Lamb,Honey,Coconut Oil,Pepper,None,43.31,1,Safe
Strawberries,Strawberries,Maple Syrup,None,Pepper,None,45.21,3.5,Contains
Avocado Oil,Avocado Oil,Sugar,Olive Oil,Salt,None,39.18,3.5,Safe
Leek,Leek,Maple Syrup,None,Salt,None,43.2,3.4,Safe
Avocado Oil,Avocado Oil,Honey,Coconut Oil,Salt,None,20.32,1.3,Safe
Quinoa,Quinoa,None,None,Salt,Quinoa,36.91,3.8,May Contain
Nutmeg,Nutmeg,None,None,Pepper,None,18.15,4,May Contain
Veal,Veal,Honey,Butter,Salt,None,24.61,2.5,Safe
Peach,Peach,Maple Syrup,None,None,None,8.62,3.8,Contains
Cinnamon,Cinnamon,Honey,Olive Oil,Garlic,None,8.56,2,Safe
Duck,Duck,Sugar,Olive Oil,Garlic,None,36.91,4.8,May Contain
Garlic,Garlic,Maple Syrup,None,None,None,47.67,3,Contains
Cauliflower,Cauliflower,Maple Syrup,Olive Oil,Pepper,None,16.49,4,May Contain
Xanthan Gum,Xanthan Gum,Honey,Coconut Oil,Pepper,None,41.41,4,Contains
Beetroot,Beetroot,None,Coconut Oil,None,None,22.72,3.3,Contains
Tomato,Tomato,Honey,None,Pepper,None,8.27,1.6,Contains
Pepper,Pepper,Honey,Butter,Salt,None,20.48,2.9,Safe
Crab,Crab,None,None,Pepper,Crab,29.09,1.3,Contains
Pomegranate,Pomegranate,Maple Syrup,Coconut Oil,None,None,31.29,3.4,May Contain
Chickpeas,Chickpeas,Maple Syrup,Olive Oil,Pepper,Chickpeas,5.44,3.2,Safe
Duck,Duck,Sugar,Butter,Salt,None,21.65,2.7,May Contain
Xanthan Gum,Xanthan Gum,Maple Syrup,None,Garlic,None,18.99,1.3,May Contain
Olive Oil,Olive Oil,Maple Syrup,None,Garlic,None,29.22,3.9,Contains
Rabbit,Rabbit,Honey,None,Pepper,None,6.64,2.2,Safe
Carrot,Carrot,None,Butter,Pepper,None,41.87,1.9,May Contain
Cheese,Cheese,None,Butter,Salt,Cheese,41.12,2.2,Contains
Kiwi,Kiwi,Maple Syrup,Butter,Salt,None,28.98,3.3,Contains
Peas,Peas,Sugar,Butter,Pepper,None,13.67,1.9,May Contain
Pineapple,Pineapple,Maple Syrup,None,Salt,None,34.06,2.9,May Contain
Oregano,Oregano,None,Butter,Garlic,None,37.33,2.6,Contains
Beef,Beef,Honey,Butter,None,None,32.36,4.8,May Contain
Pepper,Pepper,Honey,Coconut Oil,Salt,None,13.74,3.3,Contains
Pine Nuts,Pine Nuts,Sugar,Coconut Oil,None,Pine Nuts,45.6,3.1,Safe
Oats,Oats,Maple Syrup,Coconut Oil,Garlic,Oats,34.75,4.5,May Contain
Pistachios,Pistachios,Sugar,Coconut Oil,Salt,Pistachios,42.56,4.7,Safe
Fig,Fig,Maple Syrup,Coconut Oil,Pepper,None,5.52,4.5,May Contain
Sulfites,Sulfites,Sugar,Olive Oil,Garlic,None,11.37,5,Contains
Aspartame,Aspartame,Honey,Coconut Oil,Garlic,None,47.62,3.4,Contains
Quail,Quail,None,Coconut Oil,Salt,None,26.89,4.6,May Contain
Black Beans,Black Beans,Honey,Butter,Garlic,Black Beans,16.91,4.6,Safe
Milk,Milk,Maple Syrup,Butter,None,Milk,43.12,1.3,May Contain
Broccoli,Broccoli,Honey,None,Pepper,None,38.71,1,May Contain
Oregano,Oregano,Honey,Butter,Pepper,None,26.17,4.5,Safe
Artificial Coloring,Artificial Coloring,Sugar,Olive Oil,None,None,28.63,3.9,Safe
Blueberries,Blueberries,None,Butter,None,None,33.97,3.1,Safe
Cheese,Cheese,None,Butter,Pepper,Cheese,20.12,4.3,Contains
Rabbit,Rabbit,None,Butter,None,None,38.59,3.1,May Contain
Sunflower Seeds,Sunflower Seeds,None,Coconut Oil,Garlic,Sunflower Seeds,41.46,1.2,May Contain
Beef,Beef,Maple Syrup,None,Salt,None,42.63,3.2,Safe
Sesame Oil,Sesame Oil,Sugar,Olive Oil,Garlic,None,31.68,4.6,Contains
Nitrates,Nitrates,Honey,Coconut Oil,Garlic,None,41.4,2.1,Contains
Mango,Mango,Honey,Butter,Salt,None,26.28,4.7,Safe
Avocado Oil,Avocado Oil,Sugar,Butter,Salt,None,46.97,1.2,Contains
Oats,Oats,Sugar,Olive Oil,Salt,Oats,35.3,3.2,Contains
Beef,Beef,Sugar,Butter,Pepper,None,12.99,1.3,May Contain
Xanthan Gum,Xanthan Gum,Honey,Olive Oil,Garlic,None,21.25,3,Contains
Flax Seeds,Flax Seeds,Sugar,Butter,Pepper,Flax Seeds,11.95,2.2,May Contain
Pork,Pork,Honey,Coconut Oil,Pepper,None,19.19,3.4,Contains
Flax Seeds,Flax Seeds,Sugar,Olive Oil,Pepper,Flax Seeds,12.93,1.1,Safe
Cherry,Cherry,None,Olive Oil,None,None,36.07,4.5,Safe
Nitrates,Nitrates,Honey,Olive Oil,None,None,14.77,4.2,Contains
Cumin,Cumin,Maple Syrup,Coconut Oil,None,None,45.88,4.1,Contains
Chia Seeds,Chia Seeds,Maple Syrup,Olive Oil,Garlic,Chia Seeds,15.75,4.2,Safe
Mango,Mango,Maple Syrup,Butter,None,None,14.5,4.9,May Contain
Condensed Milk,Condensed Milk,Maple Syrup,Butter,None,Condensed Milk,42.13,1.9,Contains
Radish,Radish,Sugar,Olive Oil,Pepper,None,23.96,2.7,Safe
Corn,Corn,Honey,Olive Oil,Salt,Corn,15.55,1.8,Safe
Cantaloupe,Cantaloupe,None,None,Garlic,None,19.57,1.3,May Contain
Turmeric,Turmeric,Maple Syrup,None,Pepper,None,23.19,1.6,Contains
Cabbage,Cabbage,None,Coconut Oil,None,None,40.48,4.1,May Contain
Leek,Leek,Honey,Butter,None,None,38.25,5,May Contain
Shrimp,Shrimp,None,Olive Oil,Garlic,Shrimp,5.84,1.8,May Contain
Yogurt,Yogurt,Sugar,Coconut Oil,Pepper,Yogurt,49.77,4.1,May Contain
Tuna,Tuna,Sugar,Butter,Salt,Tuna,7.5,2.6,Safe
Rice,Rice,Honey,Coconut Oil,None,Rice,12.6,2.6,Safe
Avocado Oil,Avocado Oil,None,Olive Oil,Pepper,None,29.53,4.8,Safe
Lobster,Lobster,Honey,None,Salt,Lobster,26.76,2.1,Contains
Sesame Seeds,Sesame Seeds,Honey,Coconut Oil,None,Sesame Seeds,38.72,3.8,May Contain
Sesame Oil,Sesame Oil,None,Coconut Oil,Garlic,None,27.91,2.4,Contains
Fig,Fig,None,Olive Oil,Salt,None,42.26,3.4,Contains
Celery,Celery,Honey,None,Pepper,None,14.91,3.1,Safe
Fig,Fig,None,None,Salt,None,28.75,3.6,Contains
Sesame Seeds,Sesame Seeds,Honey,Olive Oil,Garlic,Sesame Seeds,23.3,2.3,Safe
Ghee,Ghee,Honey,None,Salt,Ghee,26.37,2,Contains
Banana,Banana,Maple Syrup,Coconut Oil,Garlic,None,26.85,4.3,Contains
Curd,Curd,Maple Syrup,Butter,Salt,Curd,34.99,1.8,Contains
Sunflower Oil,Sunflower Oil,Honey,Coconut Oil,None,None,9.93,4.4,Safe
Hazelnuts,Hazelnuts,Sugar,Butter,None,Hazelnuts,19.43,2.8,Safe
Chicken,Chicken,Sugar,Olive Oil,Pepper,None,20.4,3.8,Safe
Mango,Mango,Maple Syrup,Coconut Oil,Salt,None,40.48,2.1,May Contain
Walnuts,Walnuts,None,None,Garlic,Walnuts,30.57,5,Contains
Goat,Goat,None,Butter,Pepper,None,25.77,3.5,May Contain
Rabbit,Rabbit,Honey,Butter,Garlic,None,26.6,3.9,Safe
Orange,Orange,Sugar,Butter,Pepper,None,5.81,2.1,Contains
Lamb,Lamb,None,Olive Oil,Salt,None,17.14,2.3,May Contain
Peach,Peach,Sugar,Coconut Oil,Garlic,None,47.92,3.1,Contains
Flaxseed Oil,Flaxseed Oil,Honey,None,None,None,32.32,2,May Contain
Walnuts,Walnuts,Honey,Olive Oil,Garlic,Walnuts,32.56,1.1,May Contain
Curd,Curd,None,Coconut Oil,Pepper,Curd,16.66,2,Contains
Squid,Squid,Honey,Butter,None,Squid,36.45,3.4,May Contain
Cloves,Cloves,Maple Syrup,Olive Oil,None,None,19.39,1.7,Contains
Banana,Banana,Honey,None,None,None,21.31,4.9,May Contain
Peach,Peach,None,None,Garlic,None,27.63,4.3,Safe
Cloves,Cloves,Maple Syrup,None,Garlic,None,40.26,3.4,Safe
Pineapple,Pineapple,None,None,Garlic,None,18.47,3.6,May Contain
Yogurt,Yogurt,None,Butter,Salt,Yogurt,37.18,1.5,Safe
Cinnamon,Cinnamon,Honey,Coconut Oil,Garlic,None,15.62,1.3,Contains
Macadamia Nuts,Macadamia Nuts,None,Olive Oil,Pepper,Macadamia Nuts,12.4,4.6,Contains
Peach,Peach,None,Olive Oil,Salt,None,16.64,4.4,Contains
Olive Oil,Olive Oil,None,Olive Oil,Pepper,None,17.75,2.2,Safe
Pineapple,Pineapple,Honey,Olive Oil,Garlic,None,32.83,4.7,Contains
Pistachios,Pistachios,None,None,Salt,Pistachios,30.16,3.7,May Contain
Shrimp,Shrimp,None,Butter,Pepper,Shrimp,39.04,4.7,Safe
Lychee,Lychee,Sugar,None,Pepper,None,47.21,4.8,May Contain
Turnip,Turnip,Sugar,None,Pepper,None,28.6,4,Safe
Okra,Okra,Sugar,Olive Oil,Pepper,None,12.19,1.7,Safe
Cashews,Cashews,Maple Syrup,Butter,Salt,Cashews,17.88,2.9,Contains
Carrageenan,Carrageenan,None,Butter,None,None,7.03,1.9,Safe
Cumin,Cumin,Maple Syrup,None,Pepper,None,48.27,3.4,Safe
Olive Oil,Olive Oil,None,Olive Oil,Garlic,None,47.76,4.8,Contains
Sodium Benzoate,Sodium Benzoate,Sugar,Olive Oil,Garlic,None,14.77,2.5,Safe
Oregano,Oregano,Maple Syrup,Olive Oil,Garlic,None,12.37,5,Contains
Sunflower Seeds,Sunflower Seeds,Maple Syrup,None,Salt,Sunflower Seeds,47.78,4.4,Contains
Rabbit,Rabbit,Sugar,None,Salt,None,44.04,2.9,May Contain
Cauliflower,Cauliflower,Maple Syrup,Olive Oil,Salt,None,47.58,1.3,Safe
Rice,Rice,Honey,Coconut Oil,None,Rice,20.85,3.7,May Contain
Squid,Squid,Honey,Coconut Oil,Salt,Squid,46.61,2.7,Contains
Lentils,Lentils,Honey,None,Garlic,Lentils,7.38,1.5,Safe
Hazelnuts,Hazelnuts,None,Coconut Oil,Salt,Hazelnuts,31.15,1.6,May Contain
Carrageenan,Carrageenan,Sugar,Coconut Oil,Salt,None,34.41,3.5,Safe
Cardamom,Cardamom,None,Butter,Garlic,None,25.85,2,Contains
Cumin,Cumin,Honey,None,Pepper,None,12.28,1.7,Safe
Flaxseed Oil,Flaxseed Oil,None,None,Garlic,None,49.92,3.5,Safe
Mussels,Mussels,None,Olive Oil,None,Mussels,14.3,3.8,Contains
Milk,Milk,Honey,Coconut Oil,None,Milk,33.14,1.4,May Contain
Hemp Seeds,Hemp Seeds,None,Olive Oil,Garlic,Hemp Seeds,23.9,2.2,Contains
Bell Pepper,Bell Pepper,None,None,Pepper,None,17.75,3.7,Contains
Pumpkin Seeds,Pumpkin Seeds,Sugar,Butter,None,Pumpkin Seeds,30.46,4.9,Contains
Squid,Squid,Maple Syrup,None,Salt,Squid,19.32,3.8,Safe
Avocado Oil,Avocado Oil,None,Coconut Oil,Salt,None,26.85,2.4,Contains
Corn,Corn,Maple Syrup,Coconut Oil,Garlic,Corn,15.14,3.6,Contains
Condensed Milk,Condensed Milk,Maple Syrup,Butter,Salt,Condensed Milk,49.99,1.4,Safe
Cod,Cod,None,Olive Oil,None,Cod,25.65,4.1,May Contain
Rice,Rice,Honey,Butter,Pepper,Rice,6.27,3.4,May Contain
Cottage Cheese,Cottage Cheese,None,Coconut Oil,Garlic,Cottage Cheese,22.09,2.4,May Contain
Quinoa,Quinoa,None,Butter,Salt,Quinoa,38.83,3.6,Safe
Pear,Pear,Sugar,Olive Oil,Pepper,None,26.62,2.6,Safe
Plum,Plum,Sugar,Coconut Oil,Salt,None,11.65,4.2,Safe
Blueberries,Blueberries,Sugar,None,Garlic,None,46.29,3,Contains
Mango,Mango,Sugar,Coconut Oil,Salt,None,16.29,2.8,May Contain
Thyme,Thyme,Sugar,Olive Oil,Salt,None,49.03,3.9,Contains
Cabbage,Cabbage,Sugar,Coconut Oil,None,None,7.33,3.4,May Contain
Coconut Oil,Coconut Oil,Sugar,Olive Oil,Garlic,None,32.53,1.1,Safe
Oysters,Oysters,Maple Syrup,Olive Oil,Garlic,Oysters,24.77,2.3,Contains
Cashews,Cashews,Sugar,Coconut Oil,Pepper,Cashews,15.43,4.2,Safe
Sunflower Oil,Sunflower Oil,Maple Syrup,Butter,None,None,15.06,1.4,Safe
Cabbage,Cabbage,Maple Syrup,Coconut Oil,Garlic,None,46.26,3.7,May Contain
Almonds,Almonds,Sugar,Butter,Garlic,Almonds,27.84,4.3,Contains
Rabbit,Rabbit,Maple Syrup,None,None,None,31.06,3.7,Safe
Oysters,Oysters,Honey,Coconut Oil,Pepper,Oysters,27.23,3.4,Contains
Pistachios,Pistachios,Honey,None,None,Pistachios,30.6,1.3,May Contain
Aspartame,Aspartame,Honey,None,Salt,None,47.47,2.7,Contains
Cumin,Cumin,None,Coconut Oil,Salt,None,19.12,1.3,Safe
Cream,Cream,Honey,None,Garlic,Cream,10.51,3.9,Safe
Pork,Pork,Sugar,None,Pepper,None,33.91,3.9,May Contain
Mussels,Mussels,Sugar,Butter,Pepper,Mussels,18.78,1.4,Safe
Fig,Fig,Honey,Butter,None,None,49.43,4.3,May Contain
Nitrates,Nitrates,None,Olive Oil,Salt,None,7.78,3.8,Contains
Quail,Quail,None,Coconut Oil,Garlic,None,21.04,4.5,Safe
Dill,Dill,Maple Syrup,Coconut Oil,None,None,36,1,May Contain
Farro,Farro,Maple Syrup,Coconut Oil,None,Farro,7.95,2.6,May Contain
Celery,Celery,None,Butter,Pepper,None,10.11,3.6,Contains
Benzoates,Benzoates,Maple Syrup,None,Pepper,None,6.1,2,May Contain
Pumpkin Seeds,Pumpkin Seeds,Sugar,None,None,Pumpkin Seeds,11.52,3.2,Contains
Grapeseed Oil,Grapeseed Oil,Sugar,Coconut Oil,Pepper,None,6.18,1.3,Contains
Coconut Oil,Coconut Oil,None,Coconut Oil,Garlic,None,31.32,3.6,May Contain
Flaxseed Oil,Flaxseed Oil,Sugar,Butter,None,None,12.61,4.3,May Contain
Walnuts,Walnuts,Sugar,Butter,Garlic,Walnuts,5.55,4.4,Safe
Flax Seeds,Flax Seeds,Honey,Coconut Oil,Pepper,Flax Seeds,32,1.3,Safe
Veal,Veal,Maple Syrup,Butter,Garlic,None,29.5,2.7,May Contain
Whey,Whey,None,Coconut Oil,Garlic,Whey,29.41,2.7,May Contain
Millet,Millet,Honey,Olive Oil,None,Millet,8.41,3.4,Contains
Soybeans,Soybeans,Honey,Coconut Oil,None,Soybeans,28.25,3.7,Safe
Turnip,Turnip,Honey,Butter,Garlic,None,43.79,3,Contains
Quail,Quail,Sugar,Coconut Oil,None,None,37.55,4.2,Contains
Millet,Millet,None,Butter,None,Millet,5.23,3.4,Contains
Rosemary,Rosemary,None,Olive Oil,None,None,14.23,1.8,Contains
Coconut Oil,Coconut Oil,None,Olive Oil,Salt,None,35.29,3.5,Safe
Butter,Butter,Maple Syrup,Coconut Oil,Salt,Butter,41.23,1.9,Contains
Radish,Radish,Honey,None,Garlic,None,20.7,2.9,Contains
Turnip,Turnip,Maple Syrup,Olive Oil,Salt,None,49.49,4.6,Contains
Garlic,Garlic,Maple Syrup,None,Garlic,None,42.47,4.9,Contains
Canola Oil,Canola Oil,Honey,Olive Oil,Salt,None,7.97,3.2,Safe
Coconut Oil,Coconut Oil,Sugar,Butter,None,None,37.34,1.6,May Contain
Leek,Leek,Maple Syrup,Coconut Oil,Garlic,None,45.62,4.8,May Contain
Condensed Milk,Condensed Milk,Honey,None,Pepper,Condensed Milk,16.51,1.9,Contains
Flax Seeds,Flax Seeds,Maple Syrup,Coconut Oil,Garlic,Flax Seeds,12.07,2.4,Contains
Lobster,Lobster,Maple Syrup,Butter,Pepper,Lobster,45.55,3.3,May Contain
Rosemary,Rosemary,Honey,Coconut Oil,None,None,41.41,4.6,Safe
Tuna,Tuna,Honey,None,None,Tuna,28.43,3.6,May Contain
Carrageenan,Carrageenan,Sugar,None,None,None,42.86,4.7,Safe
Ghee,Ghee,Sugar,Butter,Salt,Ghee,37.02,4.8,Contains
Carrot,Carrot,Sugar,None,None,None,32.13,2.3,Contains
Cashews,Cashews,Maple Syrup,Coconut Oil,Pepper,Cashews,28.25,2.5,May Contain
Mussels,Mussels,None,Coconut Oil,Pepper,Mussels,5.04,3.1,Safe
Xanthan Gum,Xanthan Gum,Maple Syrup,Coconut Oil,None,None,42.43,1.7,May Contain
Lettuce,Lettuce,Maple Syrup,None,None,None,5.28,4.3,May Contain
Quail,Quail,Maple Syrup,None,Salt,None,49.02,1.9,Contains
Sardines,Sardines,Maple Syrup,Olive Oil,Pepper,Sardines,9.46,4.9,Safe
Pistachios,Pistachios,Maple Syrup,Olive Oil,None,Pistachios,27.74,4.8,Contains
Crab,Crab,None,Olive Oil,Pepper,Crab,7.66,3.6,Safe
Sardines,Sardines,Maple Syrup,Butter,Pepper,Sardines,34.25,4.4,Contains
Squid,Squid,None,Olive Oil,None,Squid,26.09,2.4,Safe
Duck,Duck,Honey,Butter,None,None,36.5,4.6,Safe
Spinach,Spinach,None,Olive Oil,Pepper,None,48.99,3.5,Safe
Pomegranate,Pomegranate,None,Butter,Pepper,None,7.05,1.2,Safe
Rabbit,Rabbit,Honey,Olive Oil,Salt,None,46.32,2.3,Contains
Coconut Oil,Coconut Oil,Honey,None,None,None,33.97,2.6,May Contain
Veal,Veal,Sugar,Butter,Salt,None,18.8,1.3,May Contain
Veal,Veal,Sugar,Olive Oil,Salt,None,41.13,4.4,Contains
Aspartame,Aspartame,Honey,Olive Oil,Garlic,None,37.81,4.1,Safe
Pomegranate,Pomegranate,Maple Syrup,Olive Oil,Pepper,None,15.29,2.6,Safe
Soybeans,Soybeans,Sugar,Coconut Oil,Salt,Soybeans,12.37,4.5,Safe
Aspartame,Aspartame,Honey,Coconut Oil,Salt,None,46.94,3.7,Safe
Cottage Cheese,Cottage Cheese,None,Butter,Garlic,Cottage Cheese,11.72,1.6,May Contain
Cottage Cheese,Cottage Cheese,Maple Syrup,None,Garlic,Cottage Cheese,13.39,2.3,Contains
Flaxseed Oil,Flaxseed Oil,Honey,None,Salt,None,15.89,1.4,Safe
Pistachios,Pistachios,Maple Syrup,Olive Oil,Garlic,Pistachios,14.34,3.6,Contains
Pomegranate,Pomegranate,Maple Syrup,Butter,Salt,None,39.81,4.6,Contains
Potato,Potato,None,Coconut Oil,Salt,None,29.52,3.6,Safe
Flax Seeds,Flax Seeds,None,Coconut Oil,Pepper,Flax Seeds,7.52,3.3,Contains
Apple,Apple,Maple Syrup,Butter,Garlic,None,44.98,2.7,Contains
Lettuce,Lettuce,None,Coconut Oil,Garlic,None,26.79,2.1,May Contain
Coconut Oil,Coconut Oil,Sugar,Butter,None,None,6.93,4.6,Safe
Cinnamon,Cinnamon,Maple Syrup,None,None,None,13.76,2.4,Safe
Rye,Rye,Honey,None,Salt,Rye,9.14,2.2,May Contain
Pumpkin Seeds,Pumpkin Seeds,Maple Syrup,Olive Oil,None,Pumpkin Seeds,44.82,2.8,May Contain
Carrot,Carrot,Honey,None,Pepper,None,5.64,3.2,May Contain
Spelt,Spelt,Sugar,Butter,Pepper,Spelt,43.82,2.8,Contains
Walnuts,Walnuts,Honey,Butter,Salt,Walnuts,37.67,1.9,Contains
Chickpeas,Chickpeas,None,Coconut Oil,None,Chickpeas,11.89,2.9,Contains
Aspartame,Aspartame,Honey,None,None,None,49.14,3.3,Safe
Lobster,Lobster,Honey,Butter,Garlic,Lobster,5.41,1.7,Safe
Tuna,Tuna,Maple Syrup,Butter,Salt,Tuna,19,3.9,Contains
Barley,Barley,None,None,Garlic,Barley,13.4,1.7,May Contain
Avocado Oil,Avocado Oil,None,None,Garlic,None,7.07,3,Safe
Canola Oil,Canola Oil,Honey,Coconut Oil,Salt,None,31.98,3.9,Safe
Carrageenan,Carrageenan,None,Olive Oil,Pepper,None,23.84,2.7,May Contain
Mushroom,Mushroom,Maple Syrup,Olive Oil,Garlic,None,31.83,3.7,Contains
Shrimp,Shrimp,Maple Syrup,Coconut Oil,None,Shrimp,11.64,4.3,Contains
Salmon,Salmon,Honey,None,Salt,Salmon,18.99,1.9,Contains
Strawberries,Strawberries,Maple Syrup,None,Pepper,None,13.37,3.1,May Contain
Xanthan Gum,Xanthan Gum,Maple Syrup,Coconut Oil,Salt,None,32.59,4.9,May Contain
Sesame Seeds,Sesame Seeds,Honey,Olive Oil,Salt,Sesame Seeds,9.01,4.8,Safe
Avocado Oil,Avocado Oil,None,Olive Oil,Pepper,None,17.4,4.9,Safe
Rosemary,Rosemary,Maple Syrup,Olive Oil,Garlic,None,15.1,2.2,May Contain
Pepper,Pepper,None,Coconut Oil,Garlic,None,41.22,4.8,Contains
Oregano,Oregano,Maple Syrup,Olive Oil,Garlic,None,23.82,4.8,May Contain
Veal,Veal,Sugar,Butter,Salt,None,9.24,2.8,Safe
Fig,Fig,None,Coconut Oil,None,None,45.1,4.7,Contains
Tuna,Tuna,Sugar,Olive Oil,Pepper,Tuna,41.23,3.8,May Contain
Barley,Barley,Sugar,None,None,Barley,34.37,4.3,May Contain
Cheese,Cheese,Sugar,Coconut Oil,Garlic,Cheese,43.97,4.2,Contains
Sesame Seeds,Sesame Seeds,Maple Syrup,Coconut Oil,Salt,Sesame Seeds,49.93,2.7,May Contain
Strawberries,Strawberries,None,Butter,Salt,None,6.84,1.2,Safe
Spinach,Spinach,None,Butter,Salt,None,14.36,4.7,Contains
Okra,Okra,Maple Syrup,Olive Oil,Salt,None,14.62,2.4,May Contain
Olive Oil,Olive Oil,Sugar,Butter,Pepper,None,31.84,2.4,Safe
Quinoa,Quinoa,Sugar,Butter,Salt,Quinoa,29.51,3.7,Contains
Sardines,Sardines,None,None,None,Sardines,19.16,3.1,Safe
Sesame Seeds,Sesame Seeds,None,Olive Oil,Pepper,Sesame Seeds,23.33,2.1,May Contain
Rye,Rye,Honey,Coconut Oil,Pepper,Rye,19.99,2.4,Contains
Soybeans,Soybeans,Sugar,Olive Oil,Pepper,Soybeans,21.52,1.5,May Contain
Asparagus,Asparagus,Maple Syrup,None,Garlic,None,31.92,2.6,Safe
